Zone,Fish type,Species,Season,Year,Number of Boated catch,Weight in Kgs,Tagged fish,Hours,CPUE,Released weight (weight - boated),Calculated length
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1998/1999,1999,3,180,3,7,0.4,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,1999/2000,2000,44,4151,38,7,6.3,,
Watamu,Striped Marlin,Kajikia audax,1999/2000,2000,71,689,57,7,10.1,,
Shimoni,Striped Marlin,Kajikia audax,1999/2000,2000,148,3566,126,7,21.1,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,1999/2000,2000,8,414,5,7,1.1,,
Kilifi,Striped Marlin,Kajikia audax,1999/2000,2000,11,281,11,7,1.6,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,1999/2000,2000,20,1021,19,7,2.9,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2000/2001,2001,16,795,9,7,2.3,,
Watamu,Striped Marlin,Kajikia audax,2000/2001,2001,18,911,10,7,2.6,,
Shimoni,Striped Marlin,Kajikia audax,2000/2001,2001,155,7035,108,7,22.1,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2000/2001,2001,8,451,1,7,1.1,,
Kilifi,Striped Marlin,Kajikia audax,2000/2001,2001,4,105,1,7,0.6,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2000/2001,2001,5,?,5,7,0.7,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2001/2002,2002,10,681,6,7,1.4,,
Watamu,Striped Marlin,Kajikia audax,2001/2002,2002,34,143,30,7,4.9,,
Shimoni,Striped Marlin,Kajikia audax,2001/2002,2002,128,3691,117,7,18.3,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2001/2002,2002,7,190,4,7,1.0,,
Kilifi,Striped Marlin,Kajikia audax,2001/2002,2002,2,104,1,7,0.3,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2001/2002,2002,8,0,8,7,1.1,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2002/2003,2003,9,497,9,7,1.3,,
Watamu,Striped Marlin,Kajikia audax,2002/2003,2003,6,500,6,7,0.9,,
Shimoni,Striped Marlin,Kajikia audax,2002/2003,2003,50,2993,49,7,7.1,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2002/2003,2003,7,160,4,7,1.0,,
Kilifi,Striped Marlin,Kajikia audax,2002/2003,2003,1,?,1,7,0.1,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2002/2003,2003,3,,3,7,0.4,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2003/2004,2004,12,643,10,7,1.7,,
Watamu,Striped Marlin,Kajikia audax,2003/2004,2004,11,616,10,7,1.6,,
Shimoni,Striped Marlin,Kajikia audax,2003/2004,2004,160,5142,152,7,22.9,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2003/2004,2004,10,486,6,7,1.4,,
Kilifi,Striped Marlin,Kajikia audax,2003/2004,2004,1,50,1,7,0.1,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2003/2004,2004,7,0,7,7,1.0,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2004/2005,2005,21,1260,19,7,3.0,,
Watamu,Striped Marlin,Kajikia audax,2004/2005,2005,28,1790,28,7,4.0,,
Shimoni,Striped Marlin,Kajikia audax,2004/2005,2005,98,5537,96,7,14.0,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2004/2005,2005,3,181,1,7,0.4,,
Kilifi,Striped Marlin,Kajikia audax,2004/2005,2005,1,0,1,7,0.1,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2004/2005,2005,11,553.5,10,7,1.6,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2005/2006,2006,12,80,12,7,1.7,,
Watamu,Striped Marlin,Kajikia audax,2005/2006,2006,27,1142,26,7,3.9,,
Shimoni,Striped Marlin,Kajikia audax,2005/2006,2006,47,2889.6,44,7,6.7,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2005/2006,2006,8,55,8,7,1.1,,
Kilifi,Striped Marlin,Kajikia audax,2005/2006,2006,2,0,2,7,0.3,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2005/2006,2006,1,0,1,7,0.1,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2006/2007,2007,38,2260.5,28,7,5.4,,
Watamu,Striped Marlin,Kajikia audax,2006/2007,2007,77,5193,73,7,11.0,,
Shimoni,Striped Marlin,Kajikia audax,2006/2007,2007,65,3821.1,63,7,9.3,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2006/2007,2007,8,0,8,7,1.1,,
Kilifi,Striped Marlin,Kajikia audax,2006/2007,2007,1,0,0,7,0.1,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2006/2007,2007,4,0,4,7,0.6,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2007/2008,2008,34,1580,31,7,4.9,,
Watamu,Striped Marlin,Kajikia audax,2007/2008,2008,30,1920,30,7,4.3,,
Shimoni,Striped Marlin,Kajikia audax,2007/2008,2008,47,2780.9,45,7,6.7,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2007/2008,2008,5,0,5,7,0.7,,
Kilifi,Striped Marlin,Kajikia audax,2007/2008,2008,7,0,7,7,1.0,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2007/2008,2008,2,0,2,7,0.3,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2008/2009,2009,113,6310,96,7,16.1,,
Watamu,Striped Marlin,Kajikia audax,2008/2009,2009,249,14300,241,7,35.6,,
Shimoni,Striped Marlin,Kajikia audax,2008/2009,2009,38,2252,37,7,5.4,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2008/2009,2009,14,795,13,7,2.0,,
Kilifi,Striped Marlin,Kajikia audax,2008/2009,2009,1,70,0,7,0.1,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2008/2009,2009,2,100,2,7,0.3,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2009/2010,2010,266,12787,217,7,38.0,,
Watamu,Striped Marlin,Kajikia audax,2009/2010,2010,249,14300,241,7,35.6,,
Shimoni,Striped Marlin,Kajikia audax,2009/2010,2010,66,2711.9,64,7,9.4,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2009/2010,2010,41,2344,139,7,5.9,,
Kilifi,Striped Marlin,Kajikia audax,2009/2010,2010,38,1900,38,7,5.4,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2009/2010,2010,32,173,5,7,4.6,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2010/2011,2011,266,12787,217,7,38.0,,
Watamu,Striped Marlin,Kajikia audax,2010/2011,2011,612,15575,487,7,87.4,,
Shimoni,Striped Marlin,Kajikia audax,2010/2011,2011,66,2711.9,64,7,9.4,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2010/2011,2011,41,2344,39,7,5.9,,
Kilifi,Striped Marlin,Kajikia audax,2010/2011,2011,38,1900,38,7,5.4,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2010/2011,2011,32,173,5,7,4.6,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2011/2012,2012,107,6188,97,7,15.3,,
Watamu,Striped Marlin,Kajikia audax,2011/2012,2012,182,13850,177,7,26.0,,
Shimoni,Striped Marlin,Kajikia audax,2011/2012,2012,77,4779,76,7,11.0,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2011/2012,2012,7,398,4,7,1.0,,
Kilifi,Striped Marlin,Kajikia audax,2011/2012,2012,11,543,10,7,1.6,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2011/2012,2012,7,423,7,7,1.0,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2012/2013,2013,46,2219,41,7,6.6,,
Watamu,Striped Marlin,Kajikia audax,2012/2013,2013,82,2337,74,7,11.7,,
Shimoni,Striped Marlin,Kajikia audax,2012/2013,2013,52,5029,48,7,7.4,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2012/2013,2013,6,120,5,7,0.9,,
Kilifi,Striped Marlin,Kajikia audax,2012/2013,2013,7,0,7,7,1.0,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2012/2013,2013,0,0,0,7,0.0,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2013/2014,2014,27,1280,27,7,3.9,,
Watamu,Striped Marlin,Kajikia audax,2013/2014,2014,67,2149,59,7,9.6,,
Shimoni,Striped Marlin,Kajikia audax,2013/2014,2014,86,5557,76,7,12.3,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2013/2014,2014,20,0,18,7,2.9,,
Kilifi,Striped Marlin,Kajikia audax,2013/2014,2014,4,300,4,7,0.6,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2013/2014,2014,2,0,2,7,0.3,,
Malindi & Ngomeni,Striped Marlin,Kajikia audax,2014/2015,2015,4,0,3,7,0.6,,
Watamu,Striped Marlin,Kajikia audax,2014/2015,2015,19,110,18,7,2.7,,
Shimoni,Striped Marlin,Kajikia audax,2014/2015,2015,20,1250,9,7,2.9,,
Mtwapa & Mombasa,Striped Marlin,Kajikia audax,2014/2015,2015,10,120,6,7,1.4,,
Kilifi,Striped Marlin,Kajikia audax,2014/2015,2015,0,0,0,7,0.0,,
Lamu & Kiwayu,Striped Marlin,Kajikia audax,2014/2015,2015,1,0,1,7,0.1,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1990/1991,1991,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,1990/1991,1991,0,0,0,7,0.0,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1990/1991,1991,3,474,0,7,0.4,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1990/1991,1991,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1990/1991,1991,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1990/1991,1991,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1991/1992,1992,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,1991/1992,1992,0,0,0,7,0.0,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1991/1992,1992,9,1904,0,7,1.3,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1991/1992,1992,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1991/1992,1992,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1991/1992,1992,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1992/1993,1993,2,180,0,7,0.3,,
Watamu,Tiger Shark,Galeocerdo cuvier,1992/1993,1993,3,219,0,7,0.4,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1992/1993,1993,7,1243,0,7,1.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1992/1993,1993,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1992/1993,1993,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1992/1993,1993,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1993/1994,1994,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,1993/1994,1994,1,172.5,0,7,0.1,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1993/1994,1994,3,391,0,7,0.4,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1993/1994,1994,1,135,0,7,0.1,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1993/1994,1994,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1993/1994,1994,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1994/1995,1995,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,1994/1995,1995,1,250,0,7,0.1,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1994/1995,1995,3,547,0,7,0.4,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1994/1995,1995,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1994/1995,1995,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1994/1995,1995,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1995/1996,1996,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,1995/1996,1996,1,68,0,7,0.1,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1995/1996,1996,4,638,0,7,0.6,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1995/1996,1996,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1995/1996,1996,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1995/1996,1996,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1996/1997,1997,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,1996/1997,1997,3,560,0,7,0.4,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1996/1997,1997,1,190,0,7,0.1,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1996/1997,1997,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1996/1997,1997,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1996/1997,1997,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1997/1998,1998,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,1997/1998,1998,0,0,0,7,0.0,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1997/1998,1998,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1997/1998,1998,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1997/1998,1998,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1997/1998,1998,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1998/1999,1999,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,1998/1999,1999,0,0,0,7,0.0,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1998/1999,1999,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1998/1999,1999,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1998/1999,1999,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1998/1999,1999,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,1999/2000,2000,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,1999/2000,2000,3,326,2,7,0.4,,
Shimoni,Tiger Shark,Galeocerdo cuvier,1999/2000,2000,2,440,0,7,0.3,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,1999/2000,2000,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,1999/2000,2000,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,1999/2000,2000,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2000/2001,2001,3,866,0,7,0.4,,
Watamu,Tiger Shark,Galeocerdo cuvier,2000/2001,2001,1,320,0,7,0.1,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2000/2001,2001,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2000/2001,2001,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2000/2001,2001,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2000/2001,2001,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2001/2002,2002,9,2456,0,7,1.3,,
Watamu,Tiger Shark,Galeocerdo cuvier,2001/2002,2002,16,1786,10,7,2.3,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2001/2002,2002,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2001/2002,2002,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2001/2002,2002,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2001/2002,2002,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2002/2003,2003,29,6698,20,7,4.1,,
Watamu,Tiger Shark,Galeocerdo cuvier,2002/2003,2003,42,16355,38,7,6.0,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2002/2003,2003,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2002/2003,2003,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2002/2003,2003,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2002/2003,2003,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2003/2004,2004,107,27085,103,7,15.3,,
Watamu,Tiger Shark,Galeocerdo cuvier,2003/2004,2004,50,19525,42,7,7.1,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2003/2004,2004,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2003/2004,2004,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2003/2004,2004,2,521,0,7,0.3,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2003/2004,2004,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2004/2005,2005,25,6683.5,24,7,3.6,,
Watamu,Tiger Shark,Galeocerdo cuvier,2004/2005,2005,52,13512,48,7,7.4,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2004/2005,2005,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2004/2005,2005,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2004/2005,2005,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2004/2005,2005,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2005/2006,2006,3,795,3,7,0.4,,
Watamu,Tiger Shark,Galeocerdo cuvier,2005/2006,2006,12,3452.5,4,7,1.7,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2005/2006,2006,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2005/2006,2006,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2005/2006,2006,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2005/2006,2006,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2006/2007,2007,15,3885,15,7,2.1,,
Watamu,Tiger Shark,Galeocerdo cuvier,2006/2007,2007,21,4912,17,7,3.0,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2006/2007,2007,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2006/2007,2007,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2006/2007,2007,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2006/2007,2007,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2007/2008,2008,18,4080,18,7,2.6,,
Watamu,Tiger Shark,Galeocerdo cuvier,2007/2008,2008,4,635,4,7,0.6,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2007/2008,2008,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2007/2008,2008,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2007/2008,2008,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2007/2008,2008,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2008/2009,2009,2,350,2,7,0.3,,
Watamu,Tiger Shark,Galeocerdo cuvier,2008/2009,2009,0,0,0,7,0.0,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2008/2009,2009,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2008/2009,2009,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2008/2009,2009,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2008/2009,2009,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2009/2010,2010,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,2009/2010,2010,0,0,1,7,0.0,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2009/2010,2010,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2009/2010,2010,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2009/2010,2010,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2009/2010,2010,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2010/2011,2011,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,2010/2011,2011,3,700,1,7,0.4,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2010/2011,2011,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2010/2011,2011,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2010/2011,2011,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2010/2011,2011,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2011/2012,2012,3,660,3,7,0.4,,
Watamu,Tiger Shark,Galeocerdo cuvier,2011/2012,2012,1,0,1,7,0.1,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2011/2012,2012,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2011/2012,2012,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2011/2012,2012,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2011/2012,2012,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2012/2013,2013,4,820,4,7,0.6,,
Watamu,Tiger Shark,Galeocerdo cuvier,2012/2013,2013,5,1574,5,7,0.7,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2012/2013,2013,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2012/2013,2013,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2012/2013,2013,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2012/2013,2013,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2013/2014,2014,0,0,0,7,0.0,,
Watamu,Tiger Shark,Galeocerdo cuvier,2013/2014,2014,1,270,0,7,0.1,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2013/2014,2014,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2013/2014,2014,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2013/2014,2014,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2013/2014,2014,0,0,0,7,0.0,,
Malindi & Ngomeni,Tiger Shark,Galeocerdo cuvier,2014/2015,2015,3,470,0,7,0.4,,
Watamu,Tiger Shark,Galeocerdo cuvier,2014/2015,2015,7,1450,7,7,1.0,,
Shimoni,Tiger Shark,Galeocerdo cuvier,2014/2015,2015,0,0,0,7,0.0,,
Mtwapa & Mombasa,Tiger Shark,Galeocerdo cuvier,2014/2015,2015,0,0,0,7,0.0,,
Kilifi,Tiger Shark,Galeocerdo cuvier,2014/2015,2015,0,0,0,7,0.0,,
Lamu & Kiwayu,Tiger Shark,Galeocerdo cuvier,2014/2015,2015,0,0,0,7,0.0,,
Shimoni,Wahoo,Acanthocybium solandri,1990/1991,1991,55,574,0,7,7.9,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1990/1991,1991,88,930,0,7,12.6,,
Kilifi,Wahoo,Acanthocybium solandri,1990/1991,1991,11,97,0,7,1.6,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1990/1991,1992,421,3987,0,7,60.1,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1991/1992,1992,571,6117.5,0,7,81.6,,
Watamu,Wahoo,Acanthocybium solandri,1990/1991,1992,523,4927,0,7,74.7,,
Watamu,Wahoo,Acanthocybium solandri,1991/1992,1992,549,6169,0,7,78.4,,
Shimoni,Wahoo,Acanthocybium solandri,1991/1992,1992,88,967.5,0,7,12.6,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1991/1992,1992,160,2081,0,7,22.9,,
Kilifi,Wahoo,Acanthocybium solandri,1991/1992,1992,29,377,0,7,4.1,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1990/1991,1992,25,266,0,7,3.6,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1991/1992,1992,40,586,0,7,5.7,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1992/1993,1993,784,8187.1,0,7,112.0,,
Watamu,Wahoo,Acanthocybium solandri,1992/1993,1993,553,6047,0,7,79.0,,
Shimoni,Wahoo,Acanthocybium solandri,1992/1993,1993,171,1884,0,7,24.4,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1992/1993,1993,191,2445.2,0,7,27.3,,
Kilifi,Wahoo,Acanthocybium solandri,1992/1993,1993,13,182,0,7,1.9,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1992/1993,1993,64,7725,0,7,9.1,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1993/1994,1994,587,5835.2,2,7,83.9,,
Watamu,Wahoo,Acanthocybium solandri,1993/1994,1994,502,5244,0,7,71.7,,
Shimoni,Wahoo,Acanthocybium solandri,1993/1994,1994,83,995.1,0,7,11.9,,
Mtwapa & Mombasa,Wahoo,Acanthocybium solandri,1993/1994,1994,111,1469.5,2,7,15.9,,
Kilifi,Wahoo,Acanthocybium solandri,1993/1994,1994,27,296,0,7,3.9,,
Lamu & Kiwayu,Wahoo,Acanthocybium solandri,1993/1994,1994,31,320,0,7,4.4,,
Malindi & Ngomeni,Wahoo,Acanthocybium solandri,1994/1995,1995,416,4345,0,7,59.4,,
Watamu,Wahoo,Acanthocybium solandri,1994/1995,1995,787,8361,0,7,112.4,,
Shimoni,Wahoo,Acanthocybium solandri,1994/1995,1995,155,1464,0,7,22.1,,
