zone,fish_type,species,season,year,number_of_boated_catch,weight_in_kgs,tagged_fish,hours,cpue,released_weight_weight_boated,calculated_length,wrong_entry,average_weight,release_weight
Malindi & Ngomeni,Striped Marlin,Sphyraena,1990/1991,1991,403,2558,0,7,57.6,,,no,6.35,0
Watamu,Barracuda,Sphyraena,1990/1991,1991,341,2339,0,7,48.7,,,no,6.86,0
Shimoni,Barracuda,Sphyraena,1990/1991,1991,24,149,0,7,3.4,,,no,6.21,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1990/1991,1991,163,1190,0,7,23.3,,,no,7.3,0
Kilifi,Barracuda,Sphyraena,1990/1991,1991,13,108,0,7,1.9,,,no,8.31,0
Lamu & Kiwayu,Barracuda,Sphyraena,1990/1991,1991,54,305,0,7,7.7,,,no,5.65,0
Malindi & Ngomeni,Barracuda,Sphyraena,1990/1991,1992,293,1694.7,0,7,41.9,,,no,5.78,0
Watamu,Barracuda,Sphyraena,1990/1991,1992,219,1491,0,7,31.3,,,no,6.81,0
Shimoni,Barracuda,Sphyraena,1991/1992,1992,24,187,0,7,3.4,,,no,7.79,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1991/1992,1992,176,1293,0,7,25.1,,,no,7.35,0
Kilifi,Barracuda,Sphyraena,1991/1992,1992,55,270,0,7,7.9,,,no,4.91,0
Lamu & Kiwayu,Barracuda,Sphyraena,1990/1991,1992,30,169.5,0,7,4.3,,,no,5.65,0
Malindi & Ngomeni,Barracuda,Sphyraena,1992/1993,1993,366,2250.7,0,7,52.3,,,no,6.15,0
Watamu,Barracuda,Sphyraena,1992/1993,1993,218,1504,0,7,31.1,,,no,6.9,0
Shimoni,Barracuda,Sphyraena,1992/1993,1993,60,438,0,7,8.6,,,no,7.3,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1992/1993,1993,193,1392,0,7,27.6,,,no,7.21,0
Kilifi,Barracuda,Sphyraena,1992/1993,1993,29,106,0,7,4.1,,,no,3.66,0
Lamu & Kiwayu,Barracuda,Sphyraena,1992/1993,1993,57,382,0,7,8.1,,,no,6.7,0
Malindi & Ngomeni,Barracuda,Sphyraena,1993/1994,1994,279,1833.5,1,7,39.9,,,no,6.57,6
Watamu,Barracuda,Sphyraena,1993/1994,1994,251,1706,0,7,35.9,,,no,6.8,0
Shimoni,Barracuda,Sphyraena,1993/1994,1994,100,729.5,0,7,14.3,,,no,7.3,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1993/1994,1994,185,1532.3,0,7,26.4,,,no,8.28,0
Kilifi,Barracuda,Sphyraena,1993/1994,1994,43,274.8,0,7,6.1,,,no,6.39,0
Lamu & Kiwayu,Barracuda,Sphyraena,1993/1994,1994,16,41.5,0,7,2.3,,,no,2.59,0
Malindi & Ngomeni,Barracuda,Sphyraena,1994/1995,1995,162,954,0,7,23.1,,,no,5.89,0
Watamu,Barracuda,Sphyraena,1994/1995,1995,229,1694,0,7,32.7,,,no,7.4,0
Shimoni,Barracuda,Sphyraena,1994/1995,1995,65,413,0,7,9.3,,,no,6.35,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1994/1995,1995,138,945,0,7,19.7,,,no,6.85,0
Kilifi,Barracuda,Sphyraena,1994/1995,1995,26,170,0,7,3.7,,,no,6.54,0
Lamu & Kiwayu,Barracuda,Sphyraena,1994/1995,1995,6,40,0,7,0.9,,,no,6.67,0
Malindi & Ngomeni,Barracuda,Sphyraena,1995/1996,1996,379,1249,0,7,54.1,,,no,3.3,0
Watamu,Barracuda,Sphyraena,1995/1996,1996,277,1905,0,7,39.6,,,no,6.88,0
Shimoni,Barracuda,Sphyraena,1995/1996,1996,69,543,0,7,9.9,,,no,7.87,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1995/1996,1996,130,897,0,7,18.6,,,no,6.9,0
Kilifi,Barracuda,Sphyraena,1995/1996,1996,34,182,0,7,4.9,,,no,5.35,0
Lamu & Kiwayu,Barracuda,Sphyraena,1995/1996,1996,21,125,0,7,3,,,no,5.95,0
Malindi & Ngomeni,Barracuda,Sphyraena,1996/1997,1997,316,2019,0,7,45.1,,,no,6.39,0
Watamu,Barracuda,Sphyraena,1996/1997,1997,220,1613,0,7,31.4,,,no,7.33,0
Shimoni,Barracuda,Sphyraena,1996/1997,1997,47,372,0,7,6.7,,,no,7.91,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1996/1997,1997,157,1156,0,7,22.4,,,no,7.36,0
Kilifi,Barracuda,Sphyraena,1996/1997,1997,46,353,0,7,6.6,,,no,7.67,0
Lamu & Kiwayu,Barracuda,Sphyraena,1996/1997,1997,59,417,0,7,8.4,,,no,7.07,0
Malindi & Ngomeni,Barracuda,Sphyraena,1997/1998,1998,272,1694.4,7,7,38.9,,,no,6.23,43
Watamu,Barracuda,Sphyraena,1997/1998,1998,271,1703,0,7,38.7,,,no,6.28,0
Shimoni,Barracuda,Sphyraena,1997/1998,1998,46,364.8,0,7,6.6,,,no,7.93,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1997/1998,1998,90,497,0,7,12.9,,,no,5.52,0
Kilifi,Barracuda,Sphyraena,1997/1998,1998,21,142.6,0,7,3,,,no,6.79,0
Lamu & Kiwayu,Barracuda,Sphyraena,1997/1998,1998,22,137,0,7,3.1,,,no,6.23,0
Malindi & Ngomeni,Barracuda,Sphyraena,1998/1999,1999,279,1799,0,7,39.9,,,no,6.45,0
Watamu,Barracuda,Sphyraena,1998/1999,1999,264,1699,0,7,37.7,,,no,6.44,0
Shimoni,Barracuda,Sphyraena,1998/1999,1999,32,222,0,7,4.6,,,no,6.94,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1998/1999,1999,102,701,0,7,14.6,,,no,6.87,0
Kilifi,Barracuda,Sphyraena,1998/1999,1999,37,182,0,7,5.3,,,no,4.92,0
Lamu & Kiwayu,Barracuda,Sphyraena,1998/1999,1999,34,198,0,7,4.9,,,no,5.82,0
Malindi & Ngomeni,Barracuda,Sphyraena,1999/2000,2000,222,1298,0,7,31.7,,,no,5.85,0
Watamu,Barracuda,Sphyraena,1999/2000,2000,73,467,0,7,10.4,,,no,6.4,0
Shimoni,Barracuda,Sphyraena,1999/2000,2000,38,331,0,7,5.4,,,no,8.71,0
Mtwapa & Mombasa,Barracuda,Sphyraena,1999/2000,2000,66,347,0,7,9.4,,,no,5.26,0
Kilifi,Barracuda,Sphyraena,1999/2000,2000,39,171,0,7,5.6,,,no,4.38,0
Lamu & Kiwayu,Barracuda,Sphyraena,1999/2000,2000,20,126,0,7,2.9,,,no,6.3,0
Malindi & Ngomeni,Barracuda,Sphyraena,2000/2001,2001,200,1069,0,7,28.6,,,no,5.34,0
Watamu,Barracuda,Sphyraena,2000/2001,2001,94,562,0,7,13.4,,,no,5.98,0
Shimoni,Barracuda,Sphyraena,2000/2001,2001,26,168,0,7,3.7,,,no,6.46,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2000/2001,2001,59,365,0,7,8.4,,,no,6.19,0
Kilifi,Barracuda,Sphyraena,2000/2001,2001,26,111,0,7,3.7,,,no,4.27,0
Lamu & Kiwayu,Barracuda,Sphyraena,2000/2001,2001,13,83,0,7,1.9,,,no,6.38,0
Malindi & Ngomeni,Barracuda,Sphyraena,2001/2002,2002,339,2039,0,7,48.4,,,no,6.01,0
Watamu,Barracuda,Sphyraena,2001/2002,2002,107,816,0,7,15.3,,,no,7.63,0
Shimoni,Barracuda,Sphyraena,2001/2002,2002,15,129,0,7,2.1,,,no,8.6,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2001/2002,2002,102,765,0,7,14.6,,,no,7.5,0
Kilifi,Barracuda,Sphyraena,2001/2002,2002,24,150,0,7,3.4,,,no,6.25,0
Lamu & Kiwayu,Barracuda,Sphyraena,2001/2002,2002,20,153,0,7,2.9,,,no,7.65,0
Malindi & Ngomeni,Barracuda,Sphyraena,2002/2003,2003,549,3475,0,7,78.4,,,no,6.33,0
Watamu,Barracuda,Sphyraena,2002/2003,2003,109,747,0,7,15.6,,,no,6.85,0
Shimoni,Barracuda,Sphyraena,2002/2003,2003,41,204,0,7,5.9,,,no,4.98,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2002/2003,2003,63,631,0,7,9,,,no,10.02,0
Kilifi,Barracuda,Sphyraena,2002/2003,2003,6,17,0,7,0.9,,,no,2.83,0
Lamu & Kiwayu,Barracuda,Sphyraena,2002/2003,2003,13,62,0,7,1.9,,,no,4.77,0
Malindi & Ngomeni,Barracuda,Sphyraena,2003/2004,2004,625,3561,0,7,89.3,,,no,5.7,0
Watamu,Barracuda,Sphyraena,2003/2004,2004,128,888.9,0,7,18.3,,,no,6.94,0
Shimoni,Barracuda,Sphyraena,2003/2004,2004,25,118,0,7,3.6,,,no,4.72,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2003/2004,2004,90,617.8,0,7,12.9,,,no,6.86,0
Kilifi,Barracuda,Sphyraena,2003/2004,2004,14,129,0,7,2,,,no,9.21,0
Lamu & Kiwayu,Barracuda,Sphyraena,2003/2004,2004,27,143,0,7,3.9,,,no,5.3,0
Malindi & Ngomeni,Barracuda,Sphyraena,2004/2005,2005,328,1742.5,0,7,46.9,,,no,5.31,0
Watamu,Barracuda,Sphyraena,2004/2005,2005,237,1672,0,7,33.9,,,no,7.05,0
Shimoni,Barracuda,Sphyraena,2004/2005,2005,12,55,0,7,1.7,,,no,4.58,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2004/2005,2005,82,689,0,7,11.7,,,no,8.4,0
Kilifi,Barracuda,Sphyraena,2004/2005,2005,22,112,0,7,3.1,,,no,5.09,0
Lamu & Kiwayu,Barracuda,Sphyraena,2004/2005,2005,70,215,0,7,10,,,no,3.07,0
Malindi & Ngomeni,Barracuda,Sphyraena,2005/2006,2006,8,51,0,7,1.1,,,no,6.38,0
Watamu,Barracuda,Sphyraena,2005/2006,2006,64,486.5,0,7,9.1,,,no,7.6,0
Shimoni,Barracuda,Sphyraena,2005/2006,2006,8,38.7,0,7,1.1,,,no,4.84,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2005/2006,2006,58,365.6,0,7,8.3,,,no,6.3,0
Kilifi,Barracuda,Sphyraena,2005/2006,2006,17,35.7,0,7,2.4,,,no,2.1,0
Lamu & Kiwayu,Barracuda,Sphyraena,2005/2006,2006,15,91,0,7,2.1,,,no,6.07,0
Malindi & Ngomeni,Barracuda,Sphyraena,2006/2007,2007,214,1346,0,7,30.6,,,no,6.29,0
Watamu,Barracuda,Sphyraena,2006/2007,2007,146,1086,0,7,20.9,,,no,7.44,0
Shimoni,Barracuda,Sphyraena,2006/2007,2007,4,20,0,7,0.6,,,no,5,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2006/2007,2007,8,75.2,0,7,1.1,,,no,9.4,0
Lamu & Kiwayu,Barracuda,Sphyraena,2006/2007,2007,18,84,0,7,2.6,,,no,4.67,0
Malindi & Ngomeni,Barracuda,Sphyraena,2007/2008,2008,93,605,0,7,13.3,,,no,6.51,0
Watamu,Barracuda,Sphyraena,2007/2008,2008,83,627,0,7,11.9,,,no,7.55,0
Shimoni,Barracuda,Sphyraena,2007/2008,2008,2,9.8,0,7,0.3,,,no,4.9,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2007/2008,2008,7,92,0,7,1,,,no,13.14,0
Lamu & Kiwayu,Barracuda,Sphyraena,2007/2008,2008,9,63,0,7,1.3,,,no,7,0
Malindi & Ngomeni,Barracuda,Sphyraena,2008/2009,2009,86,473,0,7,12.3,,,no,5.5,0
Watamu,Barracuda,Sphyraena,2008/2009,2009,58,432,0,7,8.3,,,no,7.45,0
Shimoni,Barracuda,Sphyraena,2008/2009,2009,2,10,0,7,0.3,,,no,5,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2008/2009,2009,16,118,0,7,2.3,,,no,7.38,0
Kilifi,Barracuda,Sphyraena,2008/2009,2009,5,32.5,0,7,0.7,,,no,6.5,0
Malindi & Ngomeni,Barracuda,Sphyraena,2009/2010,2010,146,995,0,7,20.9,,,no,6.82,0
Watamu,Barracuda,Sphyraena,2009/2010,2010,58,432,0,7,8.3,,,no,7.45,0
Shimoni,Barracuda,Sphyraena,2009/2010,2010,8,33,0,7,1.1,,,no,4.12,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2009/2010,2010,7,66,0,7,1,,,no,9.43,0
Kilifi,Barracuda,Sphyraena,2009/2010,2010,900,111,0,7,128.6,,,no,0.12,0
Lamu & Kiwayu,Barracuda,Sphyraena,2009/2010,2010,33,131,0,7,4.7,,,no,3.97,0
Malindi & Ngomeni,Barracuda,Sphyraena,2010/2011,2011,146,995,0,7,20.9,,,no,6.82,0
Watamu,Barracuda,Sphyraena,2010/2011,2011,63,312,0,7,9,,,no,4.95,0
Shimoni,Barracuda,Sphyraena,2010/2011,2011,8,33,0,7,1.1,,,no,4.12,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2010/2011,2011,7,66,0,7,1,,,no,9.43,0
Kilifi,Barracuda,Sphyraena,2010/2011,2011,900,111,0,7,128.6,,,no,0.12,0
Lamu & Kiwayu,Barracuda,Sphyraena,2010/2011,2011,33,131,0,7,4.7,,,no,3.97,0
Malindi & Ngomeni,Barracuda,Sphyraena,2011/2012,2012,165,977,0,7,23.6,,,no,5.92,0
Watamu,Barracuda,Sphyraena,2011/2012,2012,39,267,0,7,5.6,,,no,6.85,0
Shimoni,Barracuda,Sphyraena,2011/2012,2012,13,57,0,7,1.9,,,no,4.38,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2011/2012,2012,9,85,0,7,1.3,,,no,9.44,0
Kilifi,Barracuda,Sphyraena,2011/2012,2012,14,71,0,7,2,,,no,5.07,0
Lamu & Kiwayu,Barracuda,Sphyraena,2011/2012,2012,24,179,0,7,3.4,,,no,7.46,0
Malindi & Ngomeni,Barracuda,Sphyraena,2012/2013,2013,93,505,0,7,13.3,,,no,5.43,0
Watamu,Barracuda,Sphyraena,2012/2013,2013,30,219,0,7,4.3,,,no,7.3,0
Shimoni,Barracuda,Sphyraena,2012/2013,2013,10,51,0,7,1.4,,,no,5.1,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2012/2013,2013,3,41,0,7,0.4,,,no,13.67,0
Kilifi,Barracuda,Sphyraena,2012/2013,2013,27,124.9,0,7,3.9,,,no,4.63,0
Lamu & Kiwayu,Barracuda,Sphyraena,2012/2013,2013,2,12,0,7,0.3,,,no,6,0
Malindi & Ngomeni,Barracuda,Sphyraena,2013/2014,2014,128,726,0,7,18.3,,,no,5.67,0
Watamu,Barracuda,Sphyraena,2013/2014,2014,20,157,0,7,2.9,,,no,7.85,0
Shimoni,Barracuda,Sphyraena,2013/2014,2014,13,63,0,7,1.9,,,no,4.85,0
Mtwapa & Mombasa,Barracuda,Sphyraena,2013/2014,2014,5,11,0,7,0.7,,,no,2.2,0
Kilifi,Barracuda,Sphyraena,2013/2014,2014,21,90,0,7,3,,,no,4.29,0
Lamu & Kiwayu,Barracuda,Sphyraena,2013/2014,2014,6,38,0,7,0.9,,,no,6.33,0
Watamu,Barracuda,Sphyraena,2014/2015,2015,15,120,0,7,2.1,,,no,8,0
Kilifi,Barracuda,Sphyraena,2014/2015,2015,12,96,0,7,1.7,,,no,8,0
Lamu & Kiwayu,Barracuda,Sphyraena,2014/2015,2015,13,80,0,7,1.9,,,no,6.15,0
Malindi & Ngomeni,Barracuda,Istiompax indica,1990/1991,1991,21,1647,0,7,3,,,no,78.43,0
Watamu,Black Marlin,Istiompax indica,1990/1991,1991,45,3971,0,7,6.4,,,no,88.24,0
Shimoni,Black Marlin,Istiompax indica,1990/1991,1991,9,891,0,7,1.3,,,no,99,0
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1990/1991,1991,10,868,0,7,1.4,,,no,86.8,0
Kilifi,Black Marlin,Istiompax indica,1990/1991,1991,3,203,0,7,0.4,,,no,67.67,0
Malindi & Ngomeni,Black Marlin,Istiompax indica,1991/1992,1992,30,2548.8,12,7,4.3,,,no,84.96,1019
Watamu,Black Marlin,Istiompax indica,1991/1992,1992,49,4772,14,7,7,,,no,97.39,1363
Shimoni,Black Marlin,Istiompax indica,1991/1992,1992,9,1068,0,7,1.3,,,no,118.67,0
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1991/1992,1992,14,920,0,7,2,,,no,65.71,0
Kilifi,Black Marlin,Istiompax indica,1991/1992,1992,6,359,0,7,0.9,,,no,59.83,0
Malindi & Ngomeni,Black Marlin,Istiompax indica,1992/1993,1993,32,2721,4,7,4.6,,,no,85.03,340
Watamu,Black Marlin,Istiompax indica,1992/1993,1993,60,4148,23,7,8.6,,,no,69.13,1589
Shimoni,Black Marlin,Istiompax indica,1992/1993,1993,12,950,3,7,1.7,,,no,79.17,237
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1992/1993,1993,19,1844.5,4,7,2.7,,,no,97.08,388
Kilifi,Black Marlin,Istiompax indica,1992/1993,1993,4,351,0,7,0.6,,,no,87.75,0
Malindi & Ngomeni,Black Marlin,Istiompax indica,1993/1994,1994,40,3702.1,8,7,5.7,,,no,92.55,740
Watamu,Black Marlin,Istiompax indica,1993/1994,1994,105,9835,0,7,15,,,no,93.67,0
Shimoni,Black Marlin,Istiompax indica,1993/1994,1994,14,1437.1,1,7,2,,,no,102.65,102
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1993/1994,1994,23,2092.6,3,7,3.3,,,no,90.98,272
Kilifi,Black Marlin,Istiompax indica,1993/1994,1994,8,765.7,1,7,1.1,,,no,95.71,95
Malindi & Ngomeni,Black Marlin,Istiompax indica,1994/1995,1995,19,2157,1,7,2.7,,,no,113.53,113
Watamu,Black Marlin,Istiompax indica,1994/1995,1995,57,5680,11,7,8.1,,,no,99.65,1096
Shimoni,Black Marlin,Istiompax indica,1994/1995,1995,5,978,0,7,0.7,,,no,195.6,0
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1994/1995,1995,10,713,0,7,1.4,,,no,71.3,0
Kilifi,Black Marlin,Istiompax indica,1994/1995,1995,9,499,4,7,1.3,,,no,55.44,221
Lamu & Kiwayu,Black Marlin,Istiompax indica,1994/1995,1995,1,99,0,7,0.1,,,no,99,0
Malindi & Ngomeni,Black Marlin,Istiompax indica,1995/1996,1996,28,2510,4,7,4,,,no,89.64,358
Watamu,Black Marlin,Istiompax indica,1995/1996,1996,57,3788,25,7,8.1,,,no,66.46,1661
Shimoni,Black Marlin,Istiompax indica,1995/1996,1996,18,1666,13,7,2.6,,,no,92.56,1203
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1995/1996,1996,13,1395,0,7,1.9,,,no,107.31,0
Kilifi,Black Marlin,Istiompax indica,1995/1996,1996,2,118,0,7,0.3,,,no,59,0
Malindi & Ngomeni,Black Marlin,Istiompax indica,1996/1997,1997,13,1190,4,7,1.9,,,no,91.54,366
Watamu,Black Marlin,Istiompax indica,1996/1997,1997,45,4526,12,7,6.4,,,no,100.58,1206
Shimoni,Black Marlin,Istiompax indica,1996/1997,1997,18,1418,10,7,2.6,,,no,78.78,787
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1996/1997,1997,6,410,0,7,0.9,,,no,68.33,0
Kilifi,Black Marlin,Istiompax indica,1996/1997,1997,2,202,1,7,0.3,,,no,101,101
Lamu & Kiwayu,Black Marlin,Istiompax indica,1996/1997,1997,1,60,0,7,0.1,,,no,60,0
Malindi & Ngomeni,Black Marlin,Istiompax indica,1997/1998,1998,41,2924.6,12,7,5.9,,,no,71.33,855
Watamu,Black Marlin,Istiompax indica,1997/1998,1998,39,2365,21,7,5.6,,,no,60.64,1273
Shimoni,Black Marlin,Istiompax indica,1997/1998,1998,5,449.5,4,7,0.7,,,no,89.9,359
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1997/1998,1998,3,256.5,0,7,0.4,,,no,85.5,0
Kilifi,Black Marlin,Istiompax indica,1997/1998,1998,7,408.4,2,7,1,,,no,58.34,116
Malindi & Ngomeni,Black Marlin,Istiompax indica,1998/1999,1999,33,1863,12,7,4.7,,,no,56.45,677
Watamu,Black Marlin,Istiompax indica,1998/1999,1999,69,3320,40,7,9.9,,,no,48.12,1924
Shimoni,Black Marlin,Istiompax indica,1998/1999,1999,10,655,8,7,1.4,,,no,65.5,524
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1998/1999,1999,6,505,0,7,0.9,,,no,84.17,0
Kilifi,Black Marlin,Istiompax indica,1998/1999,1999,2,63,1,7,0.3,,,no,31.5,31
Lamu & Kiwayu,Black Marlin,Istiompax indica,1998/1999,1999,1,60,1,7,0.1,,,no,60,60
Malindi & Ngomeni,Black Marlin,Istiompax indica,1999/2000,2000,33,4946.2,0,7,4.7,,,no,149.88,0
Watamu,Black Marlin,Istiompax indica,1999/2000,2000,60,3142,27,7,8.6,,,no,52.37,1413
Shimoni,Black Marlin,Istiompax indica,1999/2000,2000,8,426,6,7,1.1,,,no,53.25,319
Mtwapa & Mombasa,Black Marlin,Istiompax indica,1999/2000,2000,4,352,1,7,0.6,,,no,88,88
Kilifi,Black Marlin,Istiompax indica,1999/2000,2000,4,276,1,7,0.6,,,no,69,69
Lamu & Kiwayu,Black Marlin,Istiompax indica,1999/2000,2000,1,60,1,7,0.1,,,no,60,60
Malindi & Ngomeni,Black Marlin,Istiompax indica,2000/2001,2001,72,5540,34,7,10.3,,,no,76.94,2615
Watamu,Black Marlin,Istiompax indica,2000/2001,2001,56,4285,30,7,8,,,no,76.52,2295
Shimoni,Black Marlin,Istiompax indica,2000/2001,2001,7,1018,0,7,1,,,no,145.43,0
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2000/2001,2001,3,217,0,7,0.4,,,no,72.33,0
Malindi & Ngomeni,Black Marlin,Istiompax indica,2001/2002,2002,20,1912,8,7,2.9,,,no,95.6,764
Watamu,Black Marlin,Istiompax indica,2001/2002,2002,22,1190,13,7,3.1,,,no,54.09,703
Shimoni,Black Marlin,Istiompax indica,2001/2002,2002,3,119,1,7,0.4,,,no,39.67,39
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2001/2002,2002,9,911,0,7,1.3,,,no,101.22,0
Malindi & Ngomeni,Black Marlin,Istiompax indica,2002/2003,2003,31,3426,10,7,4.4,,,no,110.52,1105
Watamu,Black Marlin,Istiompax indica,2002/2003,2003,16,2750,12,7,2.3,,,no,171.88,2062
Shimoni,Black Marlin,Istiompax indica,2002/2003,2003,7,696,7,7,1,,,no,99.43,696
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2002/2003,2003,6,552,5,7,0.9,,,no,92,460
Kilifi,Black Marlin,Istiompax indica,2002/2003,2003,1,79,0,7,0.1,,,no,79,0
Malindi & Ngomeni,Black Marlin,Istiompax indica,2003/2004,2004,43,4329.5,27,7,6.1,,,no,100.69,2718
Watamu,Black Marlin,Istiompax indica,2003/2004,2004,52,6180.5,39,7,7.4,,,no,118.86,4635
Shimoni,Black Marlin,Istiompax indica,2003/2004,2004,9,351,6,7,1.3,,,no,39,234
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2003/2004,2004,9,973,3,7,1.3,,,no,108.11,324
Kilifi,Black Marlin,Istiompax indica,2003/2004,2004,3,283,2,7,0.4,,,no,94.33,188
Malindi & Ngomeni,Black Marlin,Istiompax indica,2004/2005,2005,28,3169,15,7,4,,,no,113.18,1697
Watamu,Black Marlin,Istiompax indica,2004/2005,2005,37,4804,20,7,5.3,,,no,129.84,2596
Shimoni,Black Marlin,Istiompax indica,2004/2005,2005,4,401,4,7,0.6,,,no,100.25,401
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2004/2005,2005,5,279,2,7,0.7,,,no,55.8,111
Lamu & Kiwayu,Black Marlin,Istiompax indica,2004/2005,2005,5,250,5,7,0.7,,,no,50,250
Malindi & Ngomeni,Black Marlin,Istiompax indica,2005/2006,2006,132,291,106,7,18.9,,,no,2.2,233
Watamu,Black Marlin,Istiompax indica,2005/2006,2006,79,4328,64,7,11.3,,,no,54.78,3505
Shimoni,Black Marlin,Istiompax indica,2005/2006,2006,5,409,5,7,0.7,,,no,81.8,409
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2005/2006,2006,6,155,6,7,0.9,,,no,25.83,154
Malindi & Ngomeni,Black Marlin,Istiompax indica,2006/2007,2007,126,10440.5,93,7,18,,,no,82.86,7705
Watamu,Black Marlin,Istiompax indica,2006/2007,2007,189,13457.5,157,7,27,,,no,71.2,11178
Shimoni,Black Marlin,Istiompax indica,2006/2007,2007,7,644,7,7,1,,,no,92,644
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2006/2007,2007,3,207,1,7,0.4,,,no,69,69
Malindi & Ngomeni,Black Marlin,Istiompax indica,2007/2008,2008,92,8332.5,63,7,13.1,,,no,90.57,5705
Watamu,Black Marlin,Istiompax indica,2007/2008,2008,62,5745,57,7,8.9,,,no,92.66,5281
Shimoni,Black Marlin,Istiompax indica,2007/2008,2008,3,270,3,7,0.4,,,no,90,270
Malindi & Ngomeni,Black Marlin,Istiompax indica,2008/2009,2009,96,8248,69,7,13.7,,,no,85.92,5928
Watamu,Black Marlin,Istiompax indica,2008/2009,2009,217,19372,188,7,31,,,no,89.27,16782
Shimoni,Black Marlin,Istiompax indica,2008/2009,2009,4,381,4,7,0.6,,,no,95.25,381
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2008/2009,2009,13,1050,9,7,1.9,,,no,80.77,726
Lamu & Kiwayu,Black Marlin,Istiompax indica,2008/2009,2009,12,960,7,7,1.7,,,no,80,560
Malindi & Ngomeni,Black Marlin,Istiompax indica,2009/2010,2010,144,7548,121,7,20.6,,,no,52.42,6342
Watamu,Black Marlin,Istiompax indica,2009/2010,2010,217,19372,188,7,31,,,no,89.27,16782
Shimoni,Black Marlin,Istiompax indica,2009/2010,2010,3,327,3,7,0.4,,,no,109,327
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2009/2010,2010,8,830,0,7,1.1,,,no,103.75,0
Kilifi,Black Marlin,Istiompax indica,2009/2010,2010,6,500,6,7,0.9,,,no,83.33,499
Malindi & Ngomeni,Black Marlin,Istiompax indica,2010/2011,2011,144,7548,121,7,20.6,,,no,52.42,6342
Watamu,Black Marlin,Istiompax indica,2010/2011,2011,147,8276,117,7,21,,,no,56.3,6587
Shimoni,Black Marlin,Istiompax indica,2010/2011,2011,3,327,3,7,0.4,,,no,109,327
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2010/2011,2011,8,830,7,7,1.1,,,no,103.75,726
Kilifi,Black Marlin,Istiompax indica,2010/2011,2011,6,500,6,7,0.9,,,no,83.33,499
Malindi & Ngomeni,Black Marlin,Istiompax indica,2011/2012,2012,56,5212,47,7,8,,,no,93.07,4374
Watamu,Black Marlin,Istiompax indica,2011/2012,2012,136,21649,116,7,19.4,,,no,159.18,18464
Shimoni,Black Marlin,Istiompax indica,2011/2012,2012,5,566,5,7,0.7,,,no,113.2,566
Mtwapa & Mombasa,Black Marlin,Istiompax indica,2011/2012,2012,7,1021,6,7,1,,,no,145.86,875
Kilifi,Black Marlin,Istiompax indica,2011/2012,2012,2,200,2,7,0.3,,,no,100,200
Lamu & Kiwayu,Black Marlin,Istiompax indica,2011/2012,2012,5,49,5,7,0.7,,,no,9.8,49
Malindi & Ngomeni,Black Marlin,Istiompax indica,2012/2013,2013,30,2638,25,7,4.3,,,no,87.93,2198
Watamu,Black Marlin,Istiompax indica,2012/2013,2013,85,5123,0,7,12.1,,,no,60.27,0
Shimoni,Black Marlin,Istiompax indica,2012/2013,2013,5,458,5,7,0.7,,,no,91.6,458
Kilifi,Black Marlin,Istiompax indica,2012/2013,2013,4,70,3,7,0.6,,,no,17.5,52
